,pvar,pvarcode,pvarname,cutoff,use
2047,1060,Lys.cf.v,Lysimachia cf. Lysimachia vulgaris,0.005,1
2048,2879,Lys.e,Lysimachia ephemerum,0.005,1
2049,457,Lys.n,Lysimachia nemorum,0.005,1
2050,2265,Lys.n-T,Lysimachia nemorum-type,0.005,1
2051,2020,Lys.m,Lysimachia nummularia,0.005,1
2052,2479,Lyc.n-T,Lysimachia nummularia-type,0.005,1
2053,3474,Lys.t/t,Lysimachia terrestris/thyrsiflora,0.005,1
2054,458,Lys.t,Lysimachia thyrsiflora,0.005,1
2055,459,Lys.v,Lysimachia vulgaris,0.005,1
2056,1199,Lys.v-T,Lysimachia vulgaris-type,0.005,1
2057,460,Lys-T,Lysimachia-type,0.005,1
2058,1638,Lytae,Lythraceae,0.005,1
2059,3607,Lytae.ud,Lythraceae undiff.,0.005,1
2060,461,Lyt,Lythrum,0.005,1
2061,3203,Lth.p,Lythrum peplis,0.005,1
2062,1695,Lyt.p,Lythrum portula,0.005,1
2063,462,Lyt.p-T,Lythrum portula-type,0.005,1
2064,463,Lyt.s,Lythrum salicaria,0.005,1
2065,2266,Lyt.s-T,Lythrum salicaria-type,0.005,1
2066,2797,Lyt.ud,Lythrum undiff.,0.005,1
2067,2429,Lyt-T,Lythrum-type,0.005,1
2068,1976,Mah.a-T,Mahonia aquilifolium-type,0.005,1
2069,464,Mah-T,Mahonia-type,0.005,1
2070,1819,Mai,Maianthemum,0.005,1
2071,465,Mai.b,Maianthemum bifolium,0.005,1
2072,466,Mai-T,Maianthemum-type,0.005,1
2073,1767,Mlb,Malabaila,0.005,1
2074,1444,Mam,Malcolmia,0.005,1
2075,467,Mal,Malus,0.005,1
2076,468,Mal-T,Malus-type,0.005,1
2077,469,Mal/Mes,Malus/Mespilus,0.005,1
2078,470,Mlv,Malva,0.005,1
2079,3267,Mal.s-T,Malva sylvestris-type,0.005,1
2080,471,Mlv-T,Malva-type,0.005,1
2081,3266,Mal/Lav,Malva/Lavatera,0.005,1
2082,472,Malvae,Malvaceae,0.005,1
2083,473,Mar,Marrubium,0.005,1
2084,1886,Mrs,Marsilea,0.005,1
2085,2502,Marsilae,Marsileaceae,0.005,1
2086,2416,Mas.s,Massulae salvinia,0.005,1
2087,474,Mtr,Matricaria,0.005,1
2088,475,Mtr-T,Matricaria-type,0.005,1
2089,950,Mat,Matteuccia,0.005,1
2090,2685,Mat.s,Matteuccia struthiopteris,0.005,1
2091,951,Mat-T,Matteuccia-type,0.005,1
2092,476,Mtt,Matthiola,0.005,1
2093,2364,Mas,Mattiastrum,0.005,1
2094,2069,Med,Medicago,0.005,1
2095,3443,Med.f-T,Medicago falcata-type,0.005,1
2096,1007,Med.l,Medicago lupulina,0.005,1
2097,477,Med.s,Medicago sativa,0.005,1
2098,478,Med.s.f,Medicago sativa ssp. falcata,0.005,1
2099,479,Med.s-T,Medicago sativa-type,0.005,1
2100,1845,Med-T,Medicago-type,0.005,1
2101,480,Mel,Melampyrum,0.005,1
2102,2188,Mem-T,Melampyrum-type,0.005,1
2103,3167,Mla,Melandrium,0.005,1
2104,2110,Mel.r,Melandrium rubrum,0.005,1
2105,2070,Meo,Melilotus,0.005,1
2106,2243,Mel.o,Melilotus officinalis,0.005,1
2107,1642,Mel-T,Melilotus-type,0.005,1
2108,3274,Mel.n,Meliola niessleana,0.005,1
2109,481,Men,Mentha,0.005,1
2110,2671,Men.l,Mentha longifolia,0.005,1
2111,482,Men-T,Mentha-type,0.005,1
2112,3646,Men/ThyT,Mentha/Thymus-type,0.005,1
2113,3022,Mey,Menyanthes,0.005,1
2114,484,Mey.t,Menyanthes trifoliata,0.005,1
2115,2263,Men.t-T,Menyanthes trifoliata-type,0.005,1
2116,485,Mey-T,Menyanthes-type,0.005,1
2117,486,Mer,Mercurialis,0.005,1
2118,487,Mer.a,Mercurialis annua,0.005,1
2119,488,Mer.a-T,Mercurialis annua-type,0.005,1
2120,2454,Mer.cf.p,Mercurialis cf. M. perennis,0.005,1
2121,489,Mer.p,Mercurialis perennis,0.005,1
2122,1477,Mer.p-T,Mercurialis perennis-type,0.005,1
2123,490,Mer.ud,Mercurialis undiff.,0.005,1
2124,1843,Mer-T,Mercurialis-type,0.005,1
2125,2798,Mer.c,Merendera pyrenaica,0.005,1
2126,491,Mrd-T,Merendera-type,0.005,1
2127,492,Mts,Mertensia maritima,0.005,1
2128,1770,Mes,Mesembryanthemum,0.005,1
2129,493,Mes.g,Mespilus germanica,0.005,1
2130,494,Mes-T,Mespilus-type,0.005,1
2131,3696,Meu,Meum,0.005,1
2132,3199,Meu.a,Meum athamanticum,0.005,1
2133,2799,Meu-T,Meum-type,0.005,1
2134,2365,Mix,Michauxia,0.005,1
2135,1034,Mieae,Microtherydaceae,0.005,1
2136,3079,Mir.fbd,Microthyriaceae fruitbody,0.005,1
2137,1200,Mic,Microthyrium,0.005,1
2138,2893,Mic-T,Microthyrium-type,0.005,1
2139,3618,Mim,Mimusops,0.005,1
2140,3515,min.par,Mineral particles > 20 µ,0.005,1
2141,2800,Min.r,Minuartia recurva,0.005,1
2142,3169,Min.r-T,Minuartia rubra-type,0.005,1
2143,3168,Min.rT/B,Minuartia rubra-type/Bufonia,0.005,1
2144,3565,Min.s,Minuartia sedoides,0.005,1
2145,3579,Min.v,Minuartia verna,0.005,1
2146,3382,Min.v-T,Minuartia verna-type,0.005,1
2147,3273,Min-T,Minuartia-type,0.005,1
2148,3475,Moe.t-G,Moehringia trinervia-group,0.005,1
2149,2732,Moe.t-T,Moehringia trinervia-type,0.005,1
2150,3442,Moe-T,Moehringia-type,0.005,1
2151,1550,Mol,Moltkia,0.005,1
2152,495,Mon,Moneses,0.005,1
2153,2974,Monopae,Monocolpate,0.005,1
2154,2975,Mono.mon,Monocotyledone monocolpate,0.005,1
2155,1141,Monocoty,Monocotyledones,0.005,1
2156,3064,Mon.f.s,Monolete fern spores,0.005,1
2157,2140,Mon-P,Monolete psilate,0.005,1
2158,2309,Mon.s.s,Monolete spore sculptured,0.005,1
2159,1400,Mon.s,Monolete spore(s),0.005,1
2160,1440,Ind.ud.u,Monolete spore(s) undiff.,0.005,1
2161,2141,Mon-V,Monolete verrucate,0.005,1
2162,496,Mtp,Monotropa,0.005,1
2163,1978,Mon.h,Monotropa hypopitys,0.005,1
2164,497,Mta,Montia,0.005,1
2165,1201,Mon.f,Montia fontana,0.005,1
2166,2157,Mon.f-T,Montia fontana-type,0.005,1
2167,3119,Mta.p,Montia perfoliata,0.005,1
2168,498,Morae,Moraceae,0.005,1
2169,1544,Mor,Morus,0.005,1
2170,3234,Mor.n,Morus nigra,0.005,1
2171,1274,Mou,Mougeotia,0.005,1
2172,2304,Mou.ud,Mougeotia undiff.,0.005,1
2173,2898,Mou-T,Mougeotia-type,0.005,1
2174,499,Mui,Muscari,0.005,1
2175,1583,Mus-T,Muscari-type,0.005,1
2176,2484,Mycota,Mycota,0.005,1
2177,514,Mst,Myosotis,0.005,1
2178,1458,Myo.a-T,Myosotis arvensis-type,0.005,1
2179,500,Mys-T,Myosotis-type,0.005,1
2180,2637,Myo.q,Myosoton aquaticum,0.005,1
2181,501,Myr,Myrica,0.005,1
2182,1690,Myr.g,Myrica gale,0.005,1
2183,1202,Myr-T,Myrica-type,0.005,1
2184,1417,Myrae,Myricaceae,0.005,1
2185,502,Myc,Myricaria germanica,0.005,1
2186,3209,Myr.g-T,Myricaria germanica-type,0.005,1
2187,3232,Mri-T,Myricaria-type,0.005,1
2188,503,Myo,Myriophyllum,0.005,1
2189,504,Myo.a,Myriophyllum alterniflorum,0.005,1
2190,2442,Myr.cf.a,Myriophyllum cf. M. alterniflorum,0.005,1
2191,2270,Myr.cf.s,Myriophyllum cf. M. spicatum,0.005,1
2192,2271,Myr.cf.v,Myriophyllum cf. M. verticillatum,0.005,1
2193,505,Myo.s,Myriophyllum spicatum,0.005,1
2194,506,Myo.s-T,Myriophyllum spicatum-type,0.005,1
2195,507,Myo.s/v,Myriophyllum spicatum/M. verticillatum,0.005,1
2196,508,Myo.ud,Myriophyllum undiff.,0.005,1
2197,509,Myo.v,Myriophyllum verticillatum,0.005,1
2198,510,Myo.v-T,Myriophyllum verticillatum-type,0.005,1
2199,3531,Myr.o,Myrrhis odorata,0.005,1
2200,511,Mytae,Myrtaceae,0.005,1
2201,512,Myt,Myrtus,0.005,1
2202,513,Myt.c,Myrtus communis,0.005,1
2203,2762,Myr/Euc,Myrtus/Eucalyptus,0.005,1
2204,2844,Naj,Najas,0.005,1
2205,2638,Naj.m,Najas marina,0.005,1
2206,515,Nar,Narcissus,0.005,1
2207,1331,Nar.b,Narcissus bulbocodium,0.005,1
2208,1332,Nar.p-T,Narcissus pseudonarcissus-type,0.005,1
2209,3595,Nard,Nardus,0.005,1
2210,516,Nat,Narthecium,0.005,1
2211,517,Nat.o,Narthecium ossifragum,0.005,1
2212,3476,Nar.o-T,Narthecium ossifragum-type,0.005,1
2213,1139,Nar-T,Narthecium-type,0.005,1
2214,2976,Nea.a,Neatostema apulum,0.005,1
2215,2250,Neb.rhiz,Nebella,0.005,1
2216,2921,Neb.p,Nebella parvula,0.005,1
2217,2273,Neb.ud,Nebella undiff.,0.005,1
2218,1893,Npt,Nepeta,0.005,1
2219,2126,Nep-T,Nepeta-type,0.005,1
2220,2922,Nel,Nephelis,0.005,1
2221,518,Nep,Nephrophyllidium,0.005,1
2222,1761,Ner,Nerium,0.005,1
2223,2867,Ner.o,Nerium oleander,0.005,1
2224,3275,Neu,Neurospora,0.005,1
2225,3239,Nic,Nicotiana,0.005,1
2226,1333,Nig,Nigella,0.005,1
2227,1652,Nig-T,Nigella-type,0.005,1
2228,1757,Nit,Nitraria,0.005,1
2229,519,Noa-T,Noaea-type,0.005,1
2230,520,Noa,Nonea,0.005,1
2231,3323,..add,Number of spike added,0.005,1
2232,521,Nup,Nuphar,0.005,1
2233,2467,Nup.cf.l,Nuphar cf. N. lutea,0.005,1
2234,522,Nup.l,Nuphar lutea,0.005,1
2235,3311,Nup.l-T,Nuphar lutea-type,0.005,1
2236,1447,Nup.p,Nuphar pumila,0.005,1
2237,523,Nym,Nymphaea,0.005,1
2238,1000,Nym.a,Nymphaea alba,0.005,1
2239,1734,Nym.a-T,Nymphaea alba-type,0.005,1
2240,1691,Nym.c,Nymphaea candida,0.005,1
2241,524,Nym.cf.c,Nymphaea cf. N. candida,0.005,1
2242,3057,Nym.h,Nymphaea hair,0.005,1
2243,2845,Nym.t,Nymphaea tetragona,0.005,1
2244,525,Nymae,Nymphaeaceae,0.005,1
2245,2230,Nymae.h,Nymphaeaceae hair,0.005,1
2246,3112,Nym.i,Nymphaeaceae idioblast,0.005,1
2247,3056,Nymae.s,Nymphaeaceae star cell,0.005,1
2248,3178,Nym.bcel,Nymphaeaceae: base-cells,0.005,1
2249,3161,Nym.l.hb,Nymphaeaceae: leafe hair base,0.005,1
2250,3177,Nym.macr,Nymphaeaceae: macroremains,0.005,1
2251,3179,Nym.tric,Nymphaeaceae: trichoblasts,0.005,1
2252,3162,Nym.trid,Nymphaeaceae: trichosclereid,0.005,1
2253,2059,Ymp,Nymphoides,0.005,1
2254,526,Nyp,Nymphoides peltata,0.005,1
2255,527,Nys,Nyssa,0.005,1
2256,1609,Nysae,Nyssaceae,0.005,1
2257,3619,Oci,Ocimum,0.005,1
2258,528,Odo,Odontites,0.005,1
2259,2257,Odo-T,Odontites-type,0.005,1
2260,2619,Oet,Oenanthe,0.005,1
2261,3157,Oet.f-T,Oenanthe fistulosa-type,0.005,1
2262,1534,Oen-T,Oenanthe-type,0.005,1
2263,529,Oen,Oenothera,0.005,1
2264,530,Ole,Olea,0.005,1
2265,1335,Ole.e,Olea europaea,0.005,1
2266,1334,Ole.e-T,Olea europaea-type,0.005,1
2267,2851,Ole-T,Olea-type,0.005,1
2268,531,Oleae,Oleaceae,0.005,1
2269,532,Oleae.ud,Oleaceae undiff.,0.005,1
2270,2124,Olae/Cru,Oleaceae/Cruciferae,0.005,1
2271,533,Onaae,Onagraceae,0.005,1
2272,534,Onb,Onobrychis,0.005,1
2273,3225,Ono.v,Onobrychis viciifolia,0.005,1
2274,535,Onb-T,Onobrychis-type,0.005,1
2275,536,Ono,Ononis,0.005,1
2276,1410,Ono.b-T,Ononis baetica-type,0.005,1
2277,537,Ono-T,Ononis-type,0.005,1
2278,3664,Onop,Onopordum,0.005,1
2279,3217,Ono.a,Onopordum acanthium,0.005,1
2280,1746,Onp-T,Onopordum-type,0.005,1
2281,3247,Osm,Onosma,0.005,1
2282,1551,Ons-T,Onosma-type,0.005,1
2283,2430,Ophae,Ophioglossaceae,0.005,1
2284,954,Oph,Ophioglossum,0.005,1
2285,3659,Oph.cf.p,Ophioglossum cf. O. polyphyllum,0.005,1
2286,3345,Oph.l,Ophioglossum lusitanicum,0.005,1
2287,3344,Oph.l-T,Ophioglossum lusitanicum-type,0.005,1
2288,1028,Oph.v,Ophioglossum vulgatum,0.005,1
2289,3280,Oph.v-T,Ophioglossum vulgatum-type,0.005,1
2290,538,Orcae,Orchidaceae,0.005,1
2291,3074,Orl,Orlaya,0.005,1
2292,3075,Orl.g,Orlaya grandiflora,0.005,1
2293,2127,Orn,Ornithogalum,0.005,1
2294,539,Orn.u,Ornithogalum umbellatum,0.005,1
2295,540,Orn-T,Ornithogalum-type,0.005,1
2296,2801,Orp,Ornithopus,0.005,1
2297,1811,Oro,Orobanche,0.005,1
2298,1614,Ort,Orthilia,0.005,1
2299,1125,Ort.cf.s,Orthilia cf. O. secunda,0.005,1
2300,2977,Ory-T,Oryza-type,0.005,1
2301,1880,Oma,Osmanthus,0.005,1
2302,3348,Osmu,Osmunda,0.005,1
2303,2387,Osmu.c,Osmunda cinnamomea,0.005,1
2304,953,Osm.r,Osmunda regalis,0.005,1
2305,2740,Osm.r-T,Osmunda regalis-type,0.005,1
2306,2463,Osm.r/Oc,Osmunda regalis/Osmundastrum claytonianum,0.005,1
2307,2386,Osmu.ud,Osmunda undiff.,0.005,1
2308,3349,Osmea,Osmundaceae,0.005,1
2309,541,Ost,Ostrya,0.005,1
2310,542,Ost-T,Ostrya-type,0.005,1
2311,543,Ost/Car,Ostrya/Carpinus,0.005,1
2312,1625,Ost/Cr.o,Ostrya/Carpinus orientalis,0.005,1
2313,3013,ot.herbs,Other herbs,0.005,1
2314,3012,ot.tr&sh,Other trees and shrubs,0.005,1
2315,2501,Oxaleae,Oxalidaceae,0.005,1
2316,544,Oxa,Oxalis,0.005,1
2317,545,Oxa.a,Oxalis acetosella,0.005,1
2318,1710,Oxa-T,Oxalis-type,0.005,1
2319,546,Oxy,Oxyria,0.005,1
2320,1423,Oxy.T-1,Oxyria (type 1),0.005,1
2321,1424,Oxy.T-2,Oxyria (type 2),0.005,1
2322,1203,Oxy.d,Oxyria digyna,0.005,1
2323,547,Oxy.d-T,Oxyria digyna-type,0.005,1
2324,548,Oxy-T,Oxyria-type,0.005,1
2325,549,Oxy/Rum,Oxyria/Rumex Subgen. Acetosa,0.005,1
2326,1378,Oxt,Oxytropis,0.005,1
2327,1628,Pal,Paliurus,0.005,1
2328,2516,Pal.s-c,Paliurus spina-christi,0.005,1
2329,550,Pal-T,Paliurus-type,0.005,1
2330,3200,Pan-T,Panicum-type,0.005,1
2331,551,Pap,Papaver,0.005,1
2332,552,Pap.a,Papaver argemone,0.005,1
2333,3218,Pap.a-T,Papaver argemone-type,0.005,1
2334,3477,Pap.d,Papaver dubium,0.005,1
2335,1979,Pav.r,Papaver radicatum,0.005,1
2336,553,Pap.r-T,Papaver radicatum-type,0.005,1
2337,554,Pap.h-T,Papaver rhoeas-type,0.005,1
2338,1114,Pap-T,Papaver-type,0.005,1
2339,1279,Papae,Papaveraceae,0.005,1
2340,3148,Papae.ud,Papaveraceae undiff.,0.005,1
2341,3063,Pilae,Papilionaceae,0.005,1
2342,2073,Pac-T,Paracaryum-type,0.005,1
2343,3522,Par.l,Paradisia liliastrum,0.005,1
2344,2978,Pat-T,Parentucelia-type,0.005,1
2345,555,Prt,Parietaria,0.005,1
2346,3011,Paris,Paris,0.005,1
2347,556,Par-T,Paris-type,0.005,1
2348,2679,Par/Gag,Paris/Gagea,0.005,1
2349,3046,Par,Parnassia,0.005,1
2350,558,Par.p,Parnassia palustris,0.005,1
2351,3690,Par/Nup,Parnassia/Nuphar,0.005,1
2352,1441,Pry,Paronychia,0.005,1
2353,3279,Par.a-T,Paronychia argentea-type,0.005,1
2354,2802,Par.p-T,Paronychia polygonifolia-type,0.005,1
2355,1445,Par.-T,Paronychia-type,0.005,1
2356,2412,Pat,Parrotia,0.005,1
2357,3201,Pas.s,Pastinaca sativa,0.005,1
2358,1057,Pas-T,Pastinaca-type,0.005,1
2359,2928,Pai,Patrinia,0.005,1
2360,997,Pdi,Pediastrum,0.005,1
2361,1536,Ped.n,Pediastrum angulosum,0.005,1
2362,2290,Ped.a.a.,Pediastrum angulosum ssp. angulosum,0.005,1
2363,3180,Ped.a.va,Pediastrum angulosum var. angulosum,0.005,1
2364,1525,Ped.a.a,Pediastrum angulosum var. asperum,0.005,1
2365,2911,Ped.a.vl,Pediastrum angulosum var. laevigatum,0.005,1
2366,1491,Ped.a,Pediastrum araneosum,0.005,1
2367,2190,Ped.i,Pediastrum biradiatum,0.005,1
2368,1270,Ped.b,Pediastrum boryanum,0.005,1
2369,2134,Ped.bI,Pediastrum boryanum I,0.005,1
2370,2135,Ped.bII,Pediastrum boryanum II,0.005,1
2371,2136,Ped.bIII,Pediastrum boryanum III,0.005,1
2372,1280,Ped.b.b,Pediastrum boryanum ssp. boryanum,0.005,1
2373,2108,Ped.b.r,Pediastrum boryanum ssp. brevicorne,0.005,1
2374,1281,Ped.b.c,Pediastrum boryanum ssp. cornutum,0.005,1
2375,2414,Ped.b.d,Pediastrum boryanum ssp. divergens,0.005,1
2376,2415,Ped.b.g,Pediastrum boryanum ssp. granulosum,0.005,1
2377,1282,Ped.b.l,Pediastrum boryanum ssp. longicorne,0.005,1
2378,3066,Pei.b.vb,Pediastrum boryanum var. boryanum,0.005,1
2379,3526,P.b.vbsl,Pediastrum boryanum var. boryanum s.l.,0.005,1
2380,3090,Ped.b.vb,Pediastrum boryanum var. brevicorne,0.005,1
2381,3093,Pei.b.vc,Pediastrum boryanum var. complanatum,0.005,1
2382,3181,Ped.b.vc,Pediastrum boryanum var. cornutum,0.005,1
2383,3068,Ped.b.vl,Pediastrum boryanum var. longicorne,0.005,1
2384,2137,Ped.b.vr,Pediastrum boryanum var. rugulatum,0.005,1
2385,2346,Pedi.b,Pediastrum braunii,0.005,1
2386,1875,Ped.r,Pediastrum brevicorne,0.005,1
2387,1831,Ped.c,Pediastrum clathratum,0.005,1
2388,1876,Ped.d,Pediastrum divergens,0.005,1
2389,998,Pdi.d,Pediastrum duplex,0.005,1
2390,2291,Ped.d.d.,Pediastrum duplex ssp. duplex,0.005,1
2391,1283,Ped.d.r,Pediastrum duplex ssp. rugulosum,0.005,1
2392,3524,Pdi.d.vd,Pediastrum duplex var. duplex,0.005,1
2393,3070,Pdi.d.vr,Pediastrum duplex var. rugolosum,0.005,1
2394,3527,Ped.d.vr,Pediastrum duplex var. rugulosum,0.005,1
2395,999,Pdi.i,Pediastrum integrum,0.005,1
2396,1787,Ped.k,Pediastrum kawraiskyi,0.005,1
2397,1877,Ped.l,Pediastrum longicorne,0.005,1
2398,1878,Ped.m,Pediastrum muticum,0.005,1
2399,2191,Ped.m.s,Pediastrum muticum ssp. scutum,0.005,1
2400,3091,Ped.o,Pediastrum obtusum,0.005,1
2401,3117,Pdi.p,Pediastrum privum,0.005,1
2402,1284,Ped.s,Pediastrum simplex,0.005,1
2403,3525,Pdi.s.vs,Pediastrum simplex var. simplex,0.005,1
2404,3092,Ped.t,Pediastrum taylori,0.005,1
2405,2347,Pedi.t,Pediastrum tetras,0.005,1
2406,1289,Ped.ud,Pediastrum undiff.,0.005,1
2407,1929,Ped.u,Pediastrum undulatum,0.005,1
2408,559,Ped,Pedicularis,0.005,1
2409,1826,Ped.p-T,Pedicularis palustris-type,0.005,1
2410,1336,Ped.v,Pedicularis sylvatica,0.005,1
2411,1617,Ped-T,Pedicularis-type,0.005,1
2412,2123,Peg,Peganum,0.005,1
2413,2884,Pel-T,Pellaea-type,0.005,1
2414,2299,Pum,Penium,0.005,1
2415,3202,Pennale,Pennales,0.005,1
2416,560,Pen,Pentaglottis sempervirens,0.005,1
2417,561,Pth.s,Penthorum sedoides,0.005,1
2418,3204,Pep,Peplis,0.005,1
2419,3158,Pep.p,Peplis portula,0.005,1
2420,1658,Per,Periploca,0.005,1
2421,995,Per.un,Periporate unknown,0.005,1
2422,3620,Peris,Peristrophe,0.005,1
2423,3621,Per.cf.b,Peristrophe cf. P. bicalyculata,0.005,1
2424,2292,Pet,Petasites,0.005,1
2425,2027,Pet-T,Petasites-type,0.005,1
2426,2088,Peu,Peucedanum,0.005,1
2427,3553,Peu.o,Peucedanum ostruthium,0.005,1
2428,2996,Peu.p,Peucedanum palustre,0.005,1
2429,1643,Peu.p-T,Peucedanum palustre-type,0.005,1
2430,1670,Peu-T,Peucedanum-type,0.005,1
2431,3379,Phac,Phacelia,0.005,1
2432,3380,Pha.t-T,Phacelia tanacetifolia-type,0.005,1
2433,3205,Phe.l,Phaeoceros laevis,0.005,1
2434,1560,Pha,Phaseolus,0.005,1
2435,562,Phi,Phillyrea,0.005,1
2436,1868,Phi.a,Phillyrea angustifolia,0.005,1
2437,1627,Phi.m,Phillyrea media,0.005,1
2438,2109,Phi-T,Phillyrea-type,0.005,1
2439,1960,Pho,Philonotis,0.005,1
2440,2028,Phl-T,Phleum-type,0.005,1
2441,1766,Phl,Phlomis,0.005,1
2442,1955,Phl.s,Phlox sibirica,0.005,1
2443,563,Phr,Phragmites,0.005,1
2444,2527,Phr.a,Phragmites australis,0.005,1
2445,2154,Phr.a-T,Phragmites australis-type,0.005,1
2446,1204,Phy-T,Phragmites-type,0.005,1
2447,1905,Phy,Phyllitis,0.005,1
2448,3261,Phy.s-T,Phyllitis scolopendrium-type,0.005,1
2449,2803,Phy.c,Physospermum cornubiense,0.005,1
2450,3004,Pht,Phyteuma,0.005,1
2451,3578,Phy.h,Phyteuma hemisphaericum,0.005,1
2452,1910,Pht-T,Phyteuma-type,0.005,1
2453,564,Pic,Picea,0.005,1
2454,1728,Pic(h),Picea (half),0.005,1
2455,1729,Pic(w),Picea (whole),0.005,1
2456,1692,Pic.a,Picea abies,0.005,1
2457,2187,Pic.a.sa,Picea abies Subsp. abies,0.005,1
2458,1949,Pic.a.o,Picea abies Subsp. obovata,0.005,1
2459,1429,Pic.o,Picea omorika,0.005,1
2460,2494,Pic.s,Picea orientalis,0.005,1
2461,2841,Pic.Se.E,Picea Sect. Eupicea,0.005,1
2462,1459,Pic.stom,Picea: stomata,0.005,1
2463,955,Pil,Pilularia,0.005,1
2464,1701,Pil.g,Pilularia globulifera,0.005,1
2465,1411,Pim,Pimpinella,0.005,1
2466,2804,Pim.a,Pimpinella anisum,0.005,1
2467,3552,Pim.m,Pimpinella major,0.005,1
2468,1258,Pim.m-T,Pimpinella major-type,0.005,1
2469,3478,Pim.m/s,Pimpinella major/saxifraga,0.005,1
2470,2084,Pim.s-T,Pimpinella saxifraga-type,0.005,1
2471,565,Pim-T,Pimpinella-type,0.005,1
2472,2979,Pinae,Pinaceae,0.005,1
2473,3624,Pinea.ud,Pinaceae undiff.,0.005,1
2474,566,Pig,Pinguicula,0.005,1
2475,1370,Pin.v,Pinguicula vulgaris,0.005,1
2476,2980,Pig-T,Pinguicula-type,0.005,1
2477,2192,Piu,Pinnularia,0.005,1
2478,567,Pin,Pinus,0.005,0
2479,1726,Pin(h),Pinus (half),0.005,0
2480,1448,Pin.-T2,Pinus (type 2),0.005,0
2481,1436,Pin.TA,Pinus (type A),0.005,0
2482,1727,Pin(w),Pinus (whole),0.005,0
2483,1067,Pin.c,Pinus cembra,0.005,0
2484,2182,Pin.c-T,Pinus cembra-type,0.005,0
2485,2706,Pin.c/hT,Pinus cembra/Pinus haploxylon-type,0.005,0
2486,1299,Pin.d,Pinus diploxylon,0.005,0
2487,568,Pin.d-T,Pinus diploxylon-type,0.005,0
2488,1308,Pin.h,Pinus halepensis,0.005,0
2489,2757,Pin.l-T,Pinus halepensis-type,0.005,0
2490,1953,Pin.x,Pinus haploxylon,0.005,0
2491,569,Pin.h-T,Pinus haploxylon-type,0.005,0
2492,2698,Pin.l,Pinus laricio,0.005,0
2493,3695,Pin.ma,Pinus maritima,0.005,0
2494,2907,Pis.m,Pinus mugo,0.005,0
2495,2860,Pin.n-T,Pinus nigra-type,0.005,0
2496,3535,Pin.n-c,Pinus non-cembra,0.005,0
2497,1300,Pin.p,Pinus peuce,0.005,0
2498,1337,Pis.p,Pinus pinaster,0.005,0
2499,2859,Pin.p-T,Pinus pinaster-type,0.005,0
2500,2981,Pis.p-T,Pinus pinea-type,0.005,0
2501,2909,Pin.pp,Pinus pp.,0.005,0
2502,2569,Pin.m,Pinus pumila,0.005,0
2503,2388,Pin.b,Pinus sibirica,0.005,0
2504,3164,Pin.Sg.P,Pinus Subgen. Pinus,0.005,0
2505,2311,Pin.Sg.S,Pinus Subgen. Strobus,0.005,0
2506,570,Pin.s,Pinus sylvestris,0.005,0
2507,1338,Pin.s-T,Pinus sylvestris-type,0.005,0
2508,571,Pin.ud,Pinus undiff.,0.005,0
2509,1791,Pin-T,Pinus-type,0.005,0
2510,1265,Pis.stom,Pinus: stomata,0.005,0
2511,3662,Pir-T,Pirus-type,0.005,1
2512,572,Pst,Pistacia,0.005,1
2513,573,Pst.l,Pistacia lentiscus,0.005,1
2514,1453,Pis.t,Pistacia terebinthus,0.005,1
2515,574,Psm,Pisum,0.005,1
2516,2686,Pis.s,Pisum sativum,0.005,1
2517,575,Plaae,Plantaginaceae,0.005,1
2518,2077,Plaea.ud,Plantaginaceae undiff.,0.005,1
2519,576,Pla,Plantago,0.005,1
2520,2660,Plg.a,Plantago albicans,0.005,1
2521,1579,Plt.a,Plantago alpina,0.005,1
2522,1146,Pla.a-T,Plantago alpina-type,0.005,1
2523,3689,Pla.alp,Plantago alpinus,0.005,1
2524,2081,Pla.r,Plantago arenaria,0.005,1
2525,577,Pla.a,Plantago atrata,0.005,1
2526,1463,Pln.a-T,Plantago atrata-type,0.005,1
2527,2252,Pla.cf.a,Plantago cf. P. alpina,0.005,1
2528,2253,Pla.cf.o,Plantago cf. P. coronopus,0.005,1
2529,2216,Pla.cf.c,Plantago cf. P. crassifolia,0.005,1
2530,1506,Pla.cf.l,Plantago cf. P. lanceolata,0.005,1
2531,2483,Plt.cf.m,Plantago cf. P. major,0.005,1
2532,1032,Pla.cf.m,Plantago cf. P. media,0.005,1
2533,2254,Pla.cf.t,Plantago cf. P. tenuiflora,0.005,1
2534,578,Pla.c,Plantago coronopus,0.005,1
2535,2805,Pla.c.ss,Plantago coronopus s.s.,0.005,1
2536,1478,Pla.c-T,Plantago coronopus-type,0.005,1
2537,1825,Pla.y-T,Plantago cylindrica-type,0.005,1
2538,2768,Pla.h-T,Plantago holosteum-type,0.005,1
2539,3692,Pla.i-T,Plantago intermedia-type,0.005,1
2540,2769,Pla.s-T,Plantago lagopus-type,0.005,1
2541,579,Pla.l,Plantago lanceolata,0.005,1
2542,580,Pla.l-T,Plantago lanceolata-type,0.005,1
2543,581,Pla.m,Plantago major,0.005,1
2544,582,Pla.m-T,Plantago major-type,0.005,1
2545,2090,Pla.m.m,Plantago major/P. maritima,0.005,1
2546,583,Pla.m/m,Plantago major/P. media,0.005,1
2547,3087,Pl.m/m-T,Plantago major/P. media-type,0.005,1
2548,584,Pla.e,Plantago maritima,0.005,1
